user_id,timestamp,event_type,source_tower_id,source_lat,source_lon,source_area,dest_tower_id,dest_lat,dest_lon,dest_area,duration_seconds,day_of_week,hour_of_day,home_area,work_area
USR_0241,2025-03-17 06:00:47,sms,TWR_010,19.135974,72.838214,Mahim,TWR_017,19.127951,72.914495,Powai,0,Monday,6,Bandra West,Worli
USR_0455,2025-03-17 06:00:47,call,TWR_017,19.12661,72.91319,Powai,TWR_027,19.100658,72.891731,Ghatkopar,242,Monday,6,Kandivali,Powai
USR_0053,2025-03-17 06:00:47,sms,TWR_020,19.20973,72.839029,Kandivali,TWR_027,19.098979,72.892445,Ghatkopar,0,Monday,6,Haji Ali,Mumbai Central
USR_0294,2025-03-17 06:00:50,data_session,TWR_018,19.168377,72.853942,Goregaon,TWR_018,19.166749,72.849199,Goregaon,387,Monday,6,Goregaon,Lower Parel
USR_0158,2025-03-17 06:00:54,sms,TWR_015,19.110997,72.869927,Andheri West,TWR_006,19.058435,72.832659,Worli,0,Monday,6,Andheri West,Borivali
USR_0271,2025-03-17 06:00:54,sms,TWR_016,19.121381,72.885367,Andheri East,TWR_011,19.053148,72.840753,Bandra West,0,Monday,6,Bandra East,Wadala
USR_0071,2025-03-17 06:00:55,call,TWR_024,19.039438,72.823505,Nariman Point,TWR_002,19.018003,72.847744,Colaba,216,Monday,6,Bandra West,Andheri East
USR_0076,2025-03-17 06:00:56,data_session,TWR_011,19.054227,72.840083,Bandra West,TWR_011,19.052037,72.839868,Bandra West,63,Monday,6,Bandra West,Vikhroli
USR_0142,2025-03-17 06:00:56,call,TWR_015,19.113816,72.869741,Andheri West,TWR_014,19.124209,72.836629,Kurla,137,Monday,6,Colaba,Vikhroli
USR_0002,2025-03-17 06:00:57,call,TWR_015,19.115708,72.869858,Andheri West,TWR_030,19.175077,72.949041,Mulund,380,Monday,6,Andheri West,Marine Lines
USR_0455,2025-03-17 06:00:57,data_session,TWR_020,19.210323,72.8404,Kandivali,TWR_020,19.212009,72.843038,Kandivali,19,Monday,6,Kandivali,Powai
USR_0210,2025-03-17 06:00:58,data_session,TWR_004,19.054883,72.839364,Girgaon,TWR_004,19.053564,72.837502,Girgaon,878,Monday,6,Thane,BKC
USR_0388,2025-03-17 06:00:59,data_session,TWR_015,19.114199,72.868794,Andheri West,TWR_015,19.112524,72.868853,Andheri West,314,Monday,6,Andheri West,Ghatkopar
USR_0353,2025-03-17 06:00:59,call,TWR_016,19.121793,72.877576,Andheri East,TWR_002,19.017071,72.8468,Colaba,40,Monday,6,Girgaon,Nariman Point
USR_0437,2025-03-17 06:00:59,sms,TWR_026,19.028881,72.853851,Navy Nagar,TWR_010,19.135494,72.836975,Mahim,0,Monday,6,Sion,Andheri East
USR_0474,2025-03-17 06:01:16,call,TWR_025,19.141602,72.917318,Vikhroli,TWR_001,19.079106,72.878166,Churchgate,11,Monday,6,Wadala,Nariman Point
USR_0290,2025-03-17 06:03:05,sms,TWR_028,19.07178,72.882343,Wadala,TWR_006,19.060309,72.827854,Worli,0,Monday,6,Wadala,Churchgate
USR_0328,2025-03-17 06:03:53,call,TWR_015,19.114992,72.869132,Andheri West,TWR_013,19.114484,72.872563,Sion,32,Monday,6,Andheri West,Powai
USR_0013,2025-03-17 06:06:17,data_session,TWR_018,19.164219,72.849587,Goregaon,TWR_018,19.164291,72.850236,Goregaon,69,Monday,6,Goregaon,Vikhroli
USR_0442,2025-03-17 06:06:21,call,TWR_018,19.166557,72.853804,Goregaon,TWR_003,19.034885,72.840774,Marine Lines,92,Monday,6,Goregaon,Vikhroli
USR_0326,2025-03-17 06:07:14,data_session,TWR_027,19.098446,72.888813,Ghatkopar,TWR_027,19.097757,72.890674,Ghatkopar,585,Monday,6,Ghatkopar,Colaba
USR_0429,2025-03-17 06:07:56,call,TWR_002,19.017583,72.84997,Colaba,TWR_012,19.058269,72.850771,Bandra East,70,Monday,6,Haji Ali,Ghatkopar
USR_0244,2025-03-17 06:08:26,call,TWR_019,19.188247,72.847303,Malad,TWR_021,19.229926,72.857259,Borivali,5,Monday,6,Malad,Wadala
USR_0428,2025-03-17 06:08:50,call,TWR_016,19.117402,72.88171,Andheri East,TWR_014,19.123917,72.836623,Kurla,14,Monday,6,Mulund,Powai
USR_0462,2025-03-17 06:09:50,data_session,TWR_020,19.209497,72.83824,Kandivali,TWR_020,19.210386,72.840503,Kandivali,286,Monday,6,Kandivali,Worli
USR_0002,2025-03-17 06:09:59,data_session,TWR_015,19.11199,72.871854,Andheri West,TWR_015,19.109261,72.867312,Andheri West,270,Monday,6,Andheri West,Marine Lines
USR_0074,2025-03-17 06:10:05,sms,TWR_013,19.114625,72.866726,Sion,TWR_013,19.113494,72.867,Sion,0,Monday,6,Sion,BKC
USR_0370,2025-03-17 06:10:25,data_session,TWR_011,19.054972,72.83605,Bandra West,TWR_011,19.053118,72.837104,Bandra West,40,Monday,6,Kandivali,Lower Parel
USR_0189,2025-03-17 06:10:56,data_session,TWR_020,19.21092,72.84073,Kandivali,TWR_020,19.211469,72.842306,Kandivali,330,Monday,6,Kandivali,Powai
USR_0229,2025-03-17 06:11:41,data_session,TWR_024,19.045316,72.817395,Nariman Point,TWR_024,19.043792,72.821625,Nariman Point,154,Monday,6,Goregaon,Vikhroli
USR_0389,2025-03-17 06:13:38,sms,TWR_025,19.139681,72.917446,Vikhroli,TWR_020,19.210716,72.84218,Kandivali,0,Monday,6,Mulund,Vikhroli
USR_0204,2025-03-17 06:14:32,call,TWR_012,19.061054,72.851336,Bandra East,TWR_026,19.028766,72.854782,Navy Nagar,254,Monday,6,Bandra East,Marine Lines
USR_0470,2025-03-17 06:14:34,call,TWR_012,19.062876,72.85004,Bandra East,TWR_017,19.127248,72.913001,Powai,9,Monday,6,Mulund,Andheri East
USR_0285,2025-03-17 06:14:59,sms,TWR_011,19.052477,72.840094,Bandra West,TWR_015,19.115363,72.870779,Andheri West,0,Monday,6,Bandra West,Bandra East
USR_0002,2025-03-17 06:15:28,call,TWR_030,19.175932,72.94481,Mulund,TWR_002,19.018641,72.846644,Colaba,23,Monday,6,Andheri West,Marine Lines
USR_0227,2025-03-17 06:15:41,sms,TWR_026,19.027134,72.855063,Navy Nagar,TWR_021,19.235837,72.858464,Borivali,0,Monday,6,Borivali,Bandra West
USR_0333,2025-03-17 06:16:47,call,TWR_029,19.045186,72.8187,Haji Ali,TWR_012,19.060913,72.852411,Bandra East,29,Monday,6,Bandra East,Powai
USR_0330,2025-03-17 06:17:02,data_session,TWR_011,19.055823,72.837738,Bandra West,TWR_011,19.054252,72.837915,Bandra West,792,Monday,6,Bandra West,Lower Parel
USR_0180,2025-03-17 06:17:13,data_session,TWR_020,19.208911,72.847353,Kandivali,TWR_020,19.208723,72.839677,Kandivali,42,Monday,6,Kandivali,Powai
USR_0267,2025-03-17 06:18:13,data_session,TWR_004,19.053752,72.844041,Girgaon,TWR_004,19.053488,72.841411,Girgaon,126,Monday,6,Malad,Nariman Point
USR_0193,2025-03-17 06:18:33,data_session,TWR_010,19.137395,72.835847,Mahim,TWR_010,19.137435,72.837088,Mahim,14,Monday,6,Mahim,Worli
USR_0142,2025-03-17 06:19:30,call,TWR_002,19.018939,72.848732,Colaba,TWR_010,19.137154,72.83536,Mahim,251,Monday,6,Colaba,Vikhroli
USR_0335,2025-03-17 06:21:27,data_session,TWR_013,19.110967,72.869445,Sion,TWR_013,19.110801,72.869301,Sion,253,Monday,6,Sion,Powai
USR_0370,2025-03-17 06:22:25,data_session,TWR_020,19.208141,72.842166,Kandivali,TWR_020,19.20874,72.844807,Kandivali,836,Monday,6,Kandivali,Lower Parel
USR_0415,2025-03-17 06:22:35,call,TWR_022,19.218109,72.976464,Thane,TWR_016,19.116652,72.879383,Andheri East,9,Monday,6,Thane,Marine Lines
USR_0486,2025-03-17 06:22:45,data_session,TWR_008,19.054596,72.832095,Lower Parel,TWR_008,19.055621,72.831428,Lower Parel,72,Monday,6,Borivali,Lower Parel
USR_0090,2025-03-17 06:22:47,sms,TWR_011,19.052445,72.840672,Bandra West,TWR_003,19.031942,72.840565,Marine Lines,0,Monday,6,Mahim,BKC
USR_0327,2025-03-17 06:23:19,data_session,TWR_010,19.139604,72.837292,Mahim,TWR_010,19.136462,72.837838,Mahim,758,Monday,6,Mahim,Lower Parel
USR_0188,2025-03-17 06:25:01,data_session,TWR_027,19.10114,72.891266,Ghatkopar,TWR_027,19.103439,72.887295,Ghatkopar,32,Monday,6,Chembur,Powai
USR_0005,2025-03-17 06:25:19,call,TWR_023,19.077043,72.894409,Chembur,TWR_023,19.07534,72.899466,Chembur,25,Monday,6,Andheri West,Churchgate
USR_0429,2025-03-17 06:26:14,call,TWR_029,19.041121,72.82168,Haji Ali,TWR_011,19.054813,72.841855,Bandra West,63,Monday,6,Haji Ali,Ghatkopar
USR_0327,2025-03-17 06:26:18,data_session,TWR_010,19.141196,72.835382,Mahim,TWR_010,19.143697,72.837307,Mahim,213,Monday,6,Mahim,Lower Parel
USR_0195,2025-03-17 06:26:25,data_session,TWR_022,19.219342,72.982774,Thane,TWR_022,19.218904,72.978239,Thane,735,Monday,6,Thane,Nariman Point
USR_0196,2025-03-17 06:26:41,call,TWR_020,19.208691,72.843905,Kandivali,TWR_008,19.053078,72.828392,Lower Parel,162,Monday,6,Kandivali,Powai
USR_0253,2025-03-17 06:27:39,call,TWR_011,19.055214,72.838151,Bandra West,TWR_012,19.059147,72.850095,Bandra East,104,Monday,6,Bandra West,Kurla
USR_0094,2025-03-17 06:28:15,data_session,TWR_020,19.208191,72.841938,Kandivali,TWR_020,19.210457,72.842571,Kandivali,51,Monday,6,Kandivali,BKC
USR_0452,2025-03-17 06:28:26,call,TWR_029,19.046617,72.819918,Haji Ali,TWR_005,19.088082,72.865428,Mumbai Central,25,Monday,6,Haji Ali,Navy Nagar
USR_0020,2025-03-17 06:28:45,call,TWR_021,19.228443,72.85525,Borivali,TWR_003,19.031209,72.838715,Marine Lines,151,Monday,6,Borivali,Andheri East
USR_0145,2025-03-17 06:28:50,data_session,TWR_005,19.091118,72.86598,Mumbai Central,TWR_005,19.095013,72.864229,Mumbai Central,1249,Monday,6,Malad,Powai
USR_0414,2025-03-17 06:29:47,sms,TWR_014,19.124317,72.83434,Kurla,TWR_022,19.220419,72.980012,Thane,0,Monday,6,Chembur,Nariman Point
USR_0013,2025-03-17 06:29:58,sms,TWR_018,19.168103,72.854168,Goregaon,TWR_002,19.016004,72.846268,Colaba,0,Monday,6,Goregaon,Vikhroli
USR_0206,2025-03-17 06:30:48,sms,TWR_018,19.167082,72.851234,Goregaon,TWR_013,19.112638,72.8733,Sion,0,Monday,6,Goregaon,Worli
USR_0205,2025-03-17 06:32:54,sms,TWR_030,19.176632,72.950122,Mulund,TWR_019,19.188599,72.848055,Malad,0,Monday,6,Mulund,Andheri West
USR_0171,2025-03-17 06:33:03,data_session,TWR_026,19.024076,72.854212,Navy Nagar,TWR_026,19.024733,72.854784,Navy Nagar,60,Monday,6,Navy Nagar,Nariman Point
USR_0068,2025-03-17 06:33:26,call,TWR_003,19.0291,72.838232,Marine Lines,TWR_015,19.116052,72.86548,Andheri West,30,Monday,6,Chembur,Marine Lines
USR_0452,2025-03-17 06:33:56,sms,TWR_029,19.043726,72.820698,Haji Ali,TWR_019,19.186331,72.845603,Malad,0,Monday,6,Haji Ali,Navy Nagar
USR_0057,2025-03-17 06:34:17,data_session,TWR_013,19.111527,72.866568,Sion,TWR_013,19.109303,72.872095,Sion,320,Monday,6,Kurla,Powai
USR_0117,2025-03-17 06:34:44,data_session,TWR_009,19.12184,72.844587,Dadar,TWR_009,19.119714,72.846782,Dadar,101,Monday,6,Mulund,Powai
USR_0077,2025-03-17 06:35:43,sms,TWR_015,19.113044,72.874525,Andheri West,TWR_008,19.053231,72.829368,Lower Parel,0,Monday,6,Colaba,Navy Nagar
USR_0233,2025-03-17 06:36:02,data_session,TWR_026,19.027026,72.852769,Navy Nagar,TWR_026,19.023039,72.851017,Navy Nagar,202,Monday,6,Navy Nagar,Marine Lines
USR_0145,2025-03-17 06:36:17,data_session,TWR_019,19.188739,72.847715,Malad,TWR_019,19.189118,72.846076,Malad,311,Monday,6,Malad,Powai
USR_0286,2025-03-17 06:37:18,call,TWR_023,19.075005,72.896586,Chembur,TWR_018,19.163326,72.851451,Goregaon,165,Monday,6,Chembur,Lower Parel
USR_0492,2025-03-17 06:37:44,call,TWR_020,19.208857,72.845669,Kandivali,TWR_005,19.091414,72.863263,Mumbai Central,57,Monday,6,Kandivali,Worli
USR_0016,2025-03-17 06:38:02,sms,TWR_030,19.179418,72.951878,Mulund,TWR_011,19.056105,72.841308,Bandra West,0,Monday,6,Mulund,Marine Lines
USR_0354,2025-03-17 06:39:12,data_session,TWR_004,19.055227,72.839934,Girgaon,TWR_004,19.054249,72.840014,Girgaon,433,Monday,6,Girgaon,Worli
USR_0233,2025-03-17 06:39:17,data_session,TWR_016,19.121304,72.881589,Andheri East,TWR_016,19.119154,72.880754,Andheri East,328,Monday,6,Navy Nagar,Marine Lines
USR_0474,2025-03-17 06:40:21,data_session,TWR_028,19.072886,72.883073,Wadala,TWR_028,19.068714,72.883111,Wadala,331,Monday,6,Wadala,Nariman Point
USR_0119,2025-03-17 06:40:52,sms,TWR_004,19.056562,72.841056,Girgaon,TWR_006,19.057903,72.829309,Worli,0,Monday,6,Girgaon,Lower Parel
USR_0175,2025-03-17 06:41:17,data_session,TWR_026,19.02609,72.85187,Navy Nagar,TWR_026,19.024691,72.85395,Navy Nagar,275,Monday,6,Navy Nagar,Lower Parel
USR_0101,2025-03-17 06:41:51,data_session,TWR_010,19.138482,72.83408,Mahim,TWR_010,19.137277,72.837289,Mahim,84,Monday,6,Mahim,Sion
USR_0451,2025-03-17 06:42:09,data_session,TWR_029,19.044778,72.82274,Haji Ali,TWR_029,19.044549,72.819906,Haji Ali,871,Monday,6,Haji Ali,Vikhroli
USR_0306,2025-03-17 06:42:45,call,TWR_029,19.045362,72.821399,Haji Ali,TWR_005,19.08805,72.867529,Mumbai Central,28,Monday,6,Chembur,Vikhroli
USR_0250,2025-03-17 06:42:57,data_session,TWR_030,19.175564,72.948598,Mulund,TWR_030,19.17823,72.946385,Mulund,25,Monday,6,Mulund,Nariman Point
USR_0123,2025-03-17 06:43:06,data_session,TWR_027,19.09756,72.890993,Ghatkopar,TWR_027,19.102265,72.891779,Ghatkopar,458,Monday,6,Sion,Ghatkopar
USR_0166,2025-03-17 06:43:13,call,TWR_026,19.02218,72.858601,Navy Nagar,TWR_017,19.126055,72.917731,Powai,45,Monday,6,Navy Nagar,Nariman Point
USR_0429,2025-03-17 06:43:29,sms,TWR_029,19.043914,72.818005,Haji Ali,TWR_017,19.128791,72.914217,Powai,0,Monday,6,Haji Ali,Ghatkopar
USR_0007,2025-03-17 06:44:13,sms,TWR_023,19.070936,72.897546,Chembur,TWR_016,19.119416,72.882571,Andheri East,0,Monday,6,Chembur,Lower Parel
USR_0085,2025-03-17 06:44:59,call,TWR_030,19.173545,72.948088,Mulund,TWR_007,19.072514,72.880886,BKC,290,Monday,6,Haji Ali,Andheri East
USR_0452,2025-03-17 06:45:04,sms,TWR_029,19.046738,72.817584,Haji Ali,TWR_004,19.057474,72.841649,Girgaon,0,Monday,6,Haji Ali,Navy Nagar
USR_0130,2025-03-17 06:45:22,data_session,TWR_021,19.22769,72.856768,Borivali,TWR_021,19.233227,72.858695,Borivali,50,Monday,6,Borivali,BKC
USR_0407,2025-03-17 06:45:50,call,TWR_012,19.060662,72.852091,Bandra East,TWR_027,19.100163,72.888559,Ghatkopar,24,Monday,6,Bandra East,Lower Parel
USR_0479,2025-03-17 06:47:23,data_session,TWR_013,19.113185,72.869179,Sion,TWR_013,19.111044,72.869525,Sion,178,Monday,6,Kandivali,Vikhroli
USR_0345,2025-03-17 06:47:30,data_session,TWR_008,19.053966,72.83098,Lower Parel,TWR_008,19.049934,72.835651,Lower Parel,248,Monday,6,Mulund,Lower Parel
USR_0465,2025-03-17 06:48:20,call,TWR_021,19.22987,72.854573,Borivali,TWR_002,19.018979,72.84824,Colaba,36,Monday,6,Borivali,Worli
USR_0248,2025-03-17 06:48:43,call,TWR_025,19.136963,72.920768,Vikhroli,TWR_010,19.138357,72.837538,Mahim,69,Monday,6,Haji Ali,Worli
USR_0176,2025-03-17 06:48:56,data_session,TWR_018,19.162389,72.854101,Goregaon,TWR_018,19.16518,72.852361,Goregaon,115,Monday,6,Andheri West,Andheri East
USR_0088,2025-03-17 06:49:03,sms,TWR_021,19.229425,72.854429,Borivali,TWR_010,19.137592,72.837125,Mahim,0,Monday,6,Sion,Vikhroli
USR_0399,2025-03-17 06:49:13,call,TWR_027,19.100161,72.892912,Ghatkopar,TWR_021,19.229946,72.858157,Borivali,389,Monday,6,Ghatkopar,Andheri East
USR_0294,2025-03-17 06:49:17,call,TWR_008,19.055201,72.830724,Lower Parel,TWR_006,19.058157,72.829577,Worli,75,Monday,6,Goregaon,Lower Parel
USR_0484,2025-03-17 06:49:38,sms,TWR_029,19.04349,72.821531,Haji Ali,TWR_025,19.13957,72.918631,Vikhroli,0,Monday,6,Andheri West,Nariman Point
USR_0478,2025-03-17 06:49:41,call,TWR_004,19.055172,72.840611,Girgaon,TWR_004,19.057121,72.838865,Girgaon,108,Monday,6,Girgaon,BKC
USR_0495,2025-03-17 06:50:04,call,TWR_019,19.186011,72.845892,Malad,TWR_024,19.041361,72.823803,Nariman Point,146,Monday,6,Malad,Andheri East
USR_0437,2025-03-17 06:50:46,data_session,TWR_029,19.04376,72.820254,Haji Ali,TWR_029,19.042136,72.816571,Haji Ali,89,Monday,6,Sion,Andheri East
USR_0371,2025-03-17 06:50:55,data_session,TWR_011,19.053972,72.84099,Bandra West,TWR_011,19.054074,72.838283,Bandra West,464,Monday,6,Mahim,Nariman Point
USR_0451,2025-03-17 06:51:06,call,TWR_029,19.044744,72.822504,Haji Ali,TWR_030,19.176132,72.94665,Mulund,237,Monday,6,Haji Ali,Vikhroli
USR_0472,2025-03-17 06:52:21,sms,TWR_027,19.099915,72.886741,Ghatkopar,TWR_012,19.062568,72.855582,Bandra East,0,Monday,6,Ghatkopar,Lower Parel
